"id","internaltime","timestampDate","timestampUnix","teamname","telemetry"
"16443","2595185","2026-01-08 19:47:34","1767901654","spasic","0D00000AA3378336D3373E37EB04090D"
"16449","2595195","2026-01-08 19:47:44","1767901664","spasic","00000AA3378336D33740370405090D00"
"16455","2595206","2026-01-08 19:47:55","1767901675","spasic","000A93378336D33741371C0500000000"
"16462","2595216","2026-01-08 19:48:05","1767901685","spasic","090D00000A83378336D3374337340509"
"16469","2595226","2026-01-08 19:48:15","1767901695","spasic","0D00000A63378336D33743374C05090D"
"16476","2595236","2026-01-08 19:48:25","1767901705","spasic","00000A63378336D33744376505090D00"
"16482","2595246","2026-01-08 19:48:35","1767901715","spasic","000A53378336D33744377D0500000000"
"16488","2595256","2026-01-08 19:48:45","1767901725","spasic","090D00000A63378336D3374437950509"
"16495","2595266","2026-01-08 19:48:55","1767901735","spasic","0D00000A83378336D3374537C605090D"
"16501","2595276","2026-01-08 19:49:05","1767901745","spasic","00000A73378336D3374537DE05000000"
"16507","2595287","2026-01-08 19:49:16","1767901756","spasic","090D00000A73378336D3374637F60509"
"16513","2595297","2026-01-08 19:49:26","1767901766","spasic","0D00000A63378336D33747370E06090D"
"16519","2595307","2026-01-08 19:49:36","1767901776","spasic","00000A63378336D33747372706000000"
"16525","2595317","2026-01-08 19:49:46","1767901786","spasic","090D00000A63378336D33748373F0609"
"16532","2595327","2026-01-08 19:49:56","1767901796","spasic","0D00000A53378336D33748375706090D"
"16539","2595337","2026-01-08 19:50:06","1767901806","spasic","00000A63378336D33749376F06000000"
"16546","2595347","2026-01-08 19:50:16","1767901816","spasic","090D00000A53378336D3374937880607"
"16552","2595358","2026-01-08 19:50:27","1767901827","spasic","010D00BC02000043378336D337493709"
"16558","2595368","2026-01-08 19:50:37","1767901837","spasic","0D00000A43378336D3374937B8060000"
"16564","2595378","2026-01-08 19:50:47","1767901847","spasic","090D00000A23378336D3374837D10609"
"16571","2595388","2026-01-08 19:50:57","1767901857","spasic","0D00000A23378336D3374837E906090D"
"16577","2595398","2026-01-08 19:51:07","1767901867","spasic","00000A23378336D33747370107490001"
"16583","2595408","2026-01-08 19:51:17","1767901877","spasic","011A71EE5F8F0A606900000000000000"
"16589","2595418","2026-01-08 19:51:27","1767901887","spasic","090D00000A03378336D3374637310709"
"16595","2595428","2026-01-08 19:51:37","1767901897","spasic","0D00000A03378336D33745374A07090D"
"16601","2595439","2026-01-08 19:51:48","1767901908","spasic","00000A03378336D33744376207090D00"
"16608","2595449","2026-01-08 19:51:58","1767901918","spasic","000A13378336D33743377A0700000000"
"16615","2595459","2026-01-08 19:52:08","1767901928","spasic","07010D002003000013378336D3374337"
"16622","2595469","2026-01-08 19:52:18","1767901938","spasic","090D00000A23378336D3374237AB0709"
"16628","2595479","2026-01-08 19:52:28","1767901948","spasic","0D00000A13378336D3374237C307090D"
"16634","2595489","2026-01-08 19:52:38","1767901958","spasic","00000A23378336D3374137DB07000000"
"16640","2595499","2026-01-08 19:52:48","1767901968","spasic","090D00000A13378336D3374137F40709"
"16647","2595509","2026-01-08 19:52:58","1767901978","spasic","0D00000A03378336D33740370C08090D"
"16653","2595520","2026-01-08 19:53:09","1767901989","spasic","00000AF3368336D3373F372408090D00"
